submitted-sample-id	file-path	
H_NK-33GELCC09-33009	ef3a6e5b6dd34d17a8a848618ecd3a19.bam	
H_NK-33GELCC10-33010	2ca9dd95f0dd4bcda26ef848430c307d.bam	
H_NK-33GELCC17-33017	0ad28b5b0c0d47bb9b450afc81b28128.bam	
H_NK-33GELCC18-33018	319c89cfd1a84fc08fd4a6f60c6dbf2f.bam	
H_NK-33GELCC23-33023	e2b78536be7144a5b32c6880e4de32a6.bam	
H_NK-33GELCC26-33026	e08a033597f5460ea1d5db11dc5d7293.bam	
H_NK-33GELCC32-33032	c15fca736d6844378621f8ef2847b234.bam	
H_NK-33GELCC39-33039	109229c4e2614372a1a9962f22832be9.bam	
H_NK-33GELCC82-33082	98990ce1761749d39ead8f16646b132c.bam	
H_NK-34GELCC03-34003	740d3cad2b234fa89223f42dcfd40d75.bam	
H_NK-34GELCC08-34008	b5a9bdf0ba684f96a590180083e67e31.bam	
H_NK-34GELCC12-34012	eba96eba8f47451dbaeccf7d9877e4b5.bam	
H_NK-34GELCC14-34014	0ad24e40c61247f2aeb07ff7e3fe1e68.bam	
H_NK-34GELCC15-34015	8d51212e280d411ea603883477d6de9b.bam	
H_NK-34GELCC21-34021	c1eef49a1ca24eb1b7a1c66b0978fbd6.bam	
H_NK-34GELCC22-34022	ce0fb7a32f0b4e41a583b6456781d6d0.bam	
H_NK-34GELCC29-34029	a7b5ab9dd6a040d7b6f2878706b42abb.bam	
H_NK-34GELCC30-34030	72d3ed11943e4686b1c6de97842b7d98.bam	
H_NK-34GELCC32-34032	5c4ac6064130481a9d65d6a44aad7472.bam	
H_NK-34GELCC36-34036	bdb0dfc0dcb04ea0ad1173a5dd082b8f.bam	
H_NK-35GELCC01-35001	cf78af5a7a8d4ff39d4258681c112fb2.bam	
H_NK-35GELCC02-35002	e53d404ae4994769a577a75aaf8224c6.bam	
H_NK-35GELCC29-35029	3e5b8b79401e4fe9911a285e4c72c72d.bam	
H_NK-35GELCC31-35031	738eb06132bc4c978d23196ef1ef401f.bam	
H_NK-35GELCC32-35032	df45c423226c496e8aa2b8478680e9f1.bam	
H_NK-42GELCC01-42001	dc1f904f7f1e45a28457592c2ae6b5ce.bam	
H_NK-42GELCC07-42007	a65b7e96235c490d9f915e95ba7927ff.bam	
H_NK-42GELCC09-42009	46fda3328f8c45ffa718a4c09222bb4e.bam	
H_NK-42GELCC14-42014	c1464d540cf247e0a5948d93d08a0fd7.bam	
H_NK-42GELCC30-42030	27e0f27cc5b54b30af5b6db3a014eecd.bam	
H_NK-42GELCC41-42041	410224426f9647748d0f1113679ac6b2.bam	
H_NK-42GELCC91-42091	436fc2bd249447539e70009e3a94fd94.bam	
H_NK-44GELCC01-44001	75fdcefe1913449a96d9ae574fb0f42e.bam	
H_NK-44GELCC02-44002	c100042f24ac475793389b0ccde96b1c.bam	
H_NK-44GELCC08-44008	8ff6737568a346dd9c28588c61c44b2c.bam	
H_NK-44GELCC09-44009	14030ead221d4af3b8e2429e8851a609.bam	
H_NK-44GELCC23-44023	5ac362211aa342148d79a257a5253c49.bam	
H_NK-44GELCC33-44033	41202c9ffae64c27bec75bc135060f2c.bam	
H_NK-44GELCC34-44034	8490491bfec54e928a01bf5e163df577.bam	
H_NK-44GELCC98-44098	94f2d3fe9c72491c89e270da09464ad3.bam	
H_NK-47GELCC01-47001	05170a5209af47269da8301ac6c0515b.bam	
H_NK-47GELCC07-47007	299cc6d1ec7146df9a333f9d83d3dab1.bam	
H_NK-47GELCC09-47009	34cabe20cfca46889c54b1d7087afa85.bam	
H_NK-47GELCC10-47010	615ec322d4f64713a2b317c5e2422f75.bam	
H_NK-47GELCC16-47016	ef49d9ba5b624bcc8be9676e43c4c432.bam	
H_NK-52GELCC01-52001	ed3ebba3a65848d5b580efe47df566de.bam	
H_NK-52GELCC04-52004	d3bd126325104429a04a7017662fe0e8.bam	
H_NK-52GELCC10-52010	6a62bdf40b4449ac9b4ce6b931790d66.bam	
H_NK-52GELCC13-52013	22a0319de75d4ee78f3d977de35d3752.bam	
H_NK-52GELCC14-52014	1f85c3ee674f4c6eb44c93a788ed6e0b.bam	
H_NK-52GELCC15-52015	cbe662c45cfd4d078d784227887c392a.bam	
H_NK-52GELCC16-52016	3e570ab23cd7471c81aa42e5cc9b71e6.bam	
H_NK-52GELCC18-52018	fc05d60228e44ae6bd46324830871f17.bam	
H_NK-52GELCC20-52020	ac7a8cf46931495ca5e7b92498e9411a.bam	
H_NK-52GELCC38-52038	804fa40a866c4d699bed6bd025d41e6e.bam	
H_NK-52GELCC41-52041	322989de49f1401c8afc5c1099ae53ce.bam	
H_NK-52GELCC83-52083	653bae74d6324f71b389bdee65b4539b.bam	
H_NK-59GELCC001-59001	0a907f8895cc4e13a81b5494ef39e58a.bam	
H_NK-59GELCC022-59022	9bc94d55c78b4076bd7d130bafed1def.bam	
H_NK-59GELCC026-59026	8b5146a13ec642ae8724587f229ab334.bam	
H_NK-59GELCC069-59069	87dade8d2d5a4a7cac1f721cf65f894c.bam	
H_NK-59GELCC070-59070	c4ad21fc38db437ea9cab1613007353a.bam	
H_NK-59GELCC074-59074	b04e8cd4045d4305873e2364f3ffff13.bam	
H_NK-62GELCC001-62001	11380fb3e4c445bfb4971db66005f79b.bam	
H_NK-62GELCC012-62012	2e5246b901eb4896957490aa31c06952.bam	
H_NK-62GELCC013-62013	9dfb5dd2dd314b4e979b5b18d5ea33d3.bam	
H_NK-69GELCC101-69101	1af5967aa92e43b6b703817319608120.bam	
H_NK-69GELCC102-69102	ecae2846efe1462288be010deddc04fe.bam	
H_NK-69GELCC103-69103	9f687341e9c34057a2663ce1c9e52305.bam	
H_NK-69GELCC104-69104	3c0985af06e24c319abc2af1043d09fe.bam	
H_NK-69GELCC105-69105	d6d05d07791e4e03b530b3426df6978b.bam	
H_NK-69GELCC106-69106	1d4d63cec255413fbf4a984739afebf9.bam	
H_NK-69GELCC108-69108	d5f73ad0c0f648ee919a1b8e608c34f5.bam	
H_NK-69GELCC109-69109	ecdf786c0cb845e89d779a274fd5905c.bam	
H_NK-69GELCC111-69111	532753fac76b48ef891687111bfc38c4.bam	
H_NK-69GELCC112-69112	d1db4337aea24860a74988b6da92d976.bam	
H_NK-69GELCC114-69114	2aea718c0f824d9890a899fcd4f2a0de.bam	
H_NK-69GELCC116-69116	b5c3a242beba426c8f59b78b624921e3.bam	
H_NK-69GELCC174-69174	026f78c95dd34296a4b9cf35adc3848d.bam	
H_NK-69GELCC176-69176	af94eaeab94d4e81808fa26277a93ff2.bam	
H_NK-88GELCC127-88127	aec4d8ed2bd445aa85d6c5b02bb44ccf.bam	
H_NK-88GELCC13-88013	24ecc161935e4d5e88c7458a2d522cf3.bam	
H_NK-88GELCC18-88018	94016e0caa3344f19f78bdf9b8f71cd9.bam	
H_NK-88GELCC28-88028	c26476f89fd54000a001778b692833b1.bam	
H_NK-88GELCC29-88029	0833d5d7a80a45c3bc2ed6a8c93eae11.bam	
H_NK-88GELCC30-88030	7c33477fe1de4d32884b1dee3f183895.bam	
H_NK-88GELCC31-88031	45e52366aaf84eba993ea5efa1da5419.bam	
H_NK-88GELCC32-88032	717efbb27506499c818e7967028423d8.bam	
H_NK-88GELCC34-88034	957c32109df04925b94a01771b50298e.bam	
H_NK-88GELCC52-88052	6718e37dcd814810bcbdb3738e009ce6.bam	
H_NK-88GELCC53-88053	4d09d1bd65cf46028d082f3609cef9fd.bam	
H_NK-88GELCC54-88054	97441881beaf438dbe33065b79dbc316.bam	
H_NK-88GELCC55-88055	4d49b8449fc1455f8aef9d28ccb77d33.bam	
H_NK-88GELCC56-88056	1d76e68d11fb41cfba8817a29ef1d933.bam	
H_NK-88GELCC71-88071	b35c1edf17fd4484a34fe305541c0954.bam	
H_NK-90GELCC01-90001	bd058a2cc56b4d1aa87a05e298dd3f26.bam	
H_NK-90GELCC05-90005	66acdf4cb80a44d69067e6ad0f04875a.bam	
H_NK-90GELCC14-90014	5b1f46599a9048c8bfe23e99a8f606e0.bam	
H_NK-90GELCC18-90018	fa0800d7891c4adf95e556340ad8ebb7.bam	
H_NK-90GELCC20-90020	f0f59a513b10464080cce332356c5c16.bam	
H_NK-90GELCC22-90022	3b34f15068b745ce98bf97ab970c2c02.bam	
H_NK-90GELCC26-90026	21495f6e274c42d2ada2532fe82213a5.bam	
H_NK-90GELCC31-90031	c7a60094dd654909822dc00e2114360a.bam	
H_NK-90GELCC55-90055	517a50829b2f403e81ce17e395709582.bam	
H_NK-90GELCC56-90056	ff4953cc01f44589bac7f025076c9a32.bam	
H_NK-90GELCC57-90057	d4fef7e1313345329844b22dfdd4c80a.bam	
H_NK-90GELCC90-90090	664c20d2816944b3a8ae3b4a06dce192.bam	90GELCC90-90090.bam
H_NK-94GELCC01-94001	bc17c4ed11cc4e9195ada709d06549f9.bam	
H_NK-94GELCC14-94014	22c6e27ce68e4a1592c0fc2acb5b48c9.bam	
H_NK-94GELCC36-94036	08dcd374d4624578a23f855c427e3749.bam	
H_NK-NEWGELCC01-1362001	80129930aad84c65bafd49514115a438.bam	
H_NK-NEWGELCC02-1362002	1212272a0ffd4ebe88e290a8836aaa07.bam	
H_NK-NEWGELCC22-1362022	8263308997554653a90cb0c41c5122ce.bam	
H_NK-NEWGELCC23-1362023	688d50d219f44e02813bca1736e41c5d.bam	
H_NK-NEWGELCC28-1362028	765cf2923d5f46be8ec7ff1a890ab02d.bam	
