submitted-sample-id	file-path	
H_NK-102GELCC101-102101	5d0e2d746af34510828ad3679cfa3779.bam	
H_NK-102GELCC112-102112	b2984a895a0a41feb6c18cdf81f78a88.bam	
H_NK-102GELCC121-102121	c500977639d14f3dbd4b01efe5941340.bam	
H_NK-102GELCC124-102124	1f7de14e58aa4ba2a212b1934fd449b9.bam	
H_NK-102GELCC132-102132	9470ced9ecfe4859ab06ca24912d16d5.bam	
H_NK-102GELCC136-102136	1dcdea9c62584830a6a854cbd1db149e.bam	
H_NK-102GELCC137-102137	ac1434fdc57342b9b6e386ad296da120.bam	
H_NK-102GELCC180-102180	1adab497ae694bc291527124b8d7b7a8.bam	
H_NK-102GELCC301-102301	deaf65ce81d641c1b1d5dc81c0c38b54.bam	
H_NK-102GELCC311-102311	87dcb87262d94172aaf02500fea72a81.bam	
H_NK-102GELCC313-102313	d8acfad45265496f9184345f98bb66bc.bam	
H_NK-102GELCC346-102346	970e53020ad44f198756d75277920a0f.bam	
H_NK-103GELCC105-103105	bc139a83fb4c484b8220e9fb6f19ccce.bam	
H_NK-103GELCC109-103109	15a710f25efe405f99a751f811c68eb4.bam	
H_NK-103GELCC110-103110	b4bc96509d1e462596b41e6f4619aa3b.bam	
H_NK-103GELCC117-103117	c732e17244464a1db49e3d80e2466453.bam	
H_NK-103GELCC118-103118	4698e2c3be704cb1ac1898e04079e68d.bam	
H_NK-103GELCC130-103130	e88499c396f742b489bbdb56495bfd24.bam	
H_NK-103GELCC158-103158	24500a1d7cf4487dbc1053197f3f3e73.bam	
H_NK-105GELCC112-105112	179c22e6dd9b4840a0ed6b0862525307.bam	
H_NK-105GELCC118-105118	87a5487c71e44247b366ba2ea05988ce.bam	
H_NK-105GELCC121-105121	611a5ea5eccc43cc8fa4794fe8aa90f5.bam	
H_NK-105GELCC122-105122	21588db4aca243a7865b8eb6bf7e3632.bam	
H_NK-105GELCC167-105167	274ff7a3342c401fb67bd0f664e21566.bam	
H_NK-105GELCC172-105172	ccc6479c7f6e47e7b4276344d73f8496.bam	
H_NK-25GELCC01-25001	a2bcce144cc04110bbacab3cdedbe51a.bam	
H_NK-25GELCC02-25002	5b85d4ec071541dab69daa86445d54af.bam	
H_NK-25GELCC03-25003	d83d8d361f714519bb1678b176f051b1.bam	
H_NK-25GELCC04-25004	3c7850891bb34bacbcb40af6302fe24a.bam	
H_NK-25GELCC05-25005	90ab17d813004ea98b2828261b2b18a3.bam	
H_NK-25GELCC21-25021	4c4ff70661064e6392db57024137e13c.bam	
H_NK-25GELCC26-25026	767724b6362a46248cb23e59155eb086.bam	
H_NK-25GELCC29-25029	90e5d1f0a55446f2a86665185974a39e.bam	
H_NK-25GELCC36-25036	1bd762830e354e8891ffe399105cf592.bam	
H_NK-25GELCC40-25040	9df412d8714646bf80835cdc49478a32.bam	
H_NK-11GELCC01-11001	c85a201fc4114f89b02b71d43d978870.bam	
H_NK-11GELCC02-11002	4d1164cb1b354557b0e5bb6b8443fc5b.bam	
H_NK-11GELCC42-11042	12828aac83f84c5aa3182653d3047b3e.bam	
H_NK-127GELCC001-127001	1f7d1e77ae65412ab5fc15604be2c8d4.bam	
H_NK-127GELCC012-127012	5bab1a4671a1415d90c877025dbde670.bam	
H_NK-127GELCC014-127014	7a806bb079c5499da411690c36c4d151.bam	
H_NK-12GELCC01-12001	a6aff3d2625a425698d5c397cef6a743.bam	
H_NK-12GELCC06-12006	f448d0186af84cfc8620e5fee7c269d1.bam	
H_NK-12GELCC09-12009	488d494dd08746889abb1a6adfb837b7.bam	
H_NK-12GELCC11-12011	a8cc04ab9bb54763a4756e780e12164d.bam	
H_NK-12GELCC22-12022	deded465e0bc444d90d0a9f09b0eb35d.bam	
H_NK-12GELCC29-12029	25b59055b91343e0862b5972d1cd2342.bam	
H_NK-12GELCC37-12037	2485c96e0d09432f9acaf9d1eba18302.bam	
H_NK-12GELCC38-12038	4aa8787b9bbd42a49d72fc0dd326743f.bam	
H_NK-12GELCC44-12044	c21b53ac24f341aeb96dfdc2975ad69c.bam	
H_NK-131GELCC110-131110	c1d72d1af97043c097e5fab31c160457.bam	
H_NK-131GELCC118-131118	816dd4c0ac484aaa80139225ad00f6f7.bam	
H_NK-131GELCC119-131119	e02a84fe5c30494ba1891aeafc3c9db5.bam	
H_NK-131GELCC121-131121	67442567cf4e47ca846ffb8c3c156a31.bam	
H_NK-131GELCC122-131122	5351ba6816c14e76b5b1397cc6d1128a.bam	
H_NK-131GELCC123-131123	18540df454474fea8691aefce84ebfb7.bam	
H_NK-131GELCC124-131124	6f4fd016e4e54fcf81c91d2326ce20d7.bam	
H_NK-131GELCC125-131125	04d99dcb24ca482b83a58164d415244c.bam	
H_NK-131GELCC127-131127	82b5d2becc294ab8be872771343ed984.bam	
H_NK-131GELCC128-131128	edf9ef14b7d6446d988b0fd34d3ff956.bam	
H_NK-131GELCC131-131131	ae1d2502f0bb4c9d8aa40d3ec2294816.bam	
H_NK-131GELCC146-131146	e58733e543bb4e9bbbce2f0045f533ed.bam	
H_NK-131GELCC148-131148	4f6d98fe705241169dd19ad22daec97a.bam	
H_NK-131GELCC149-131149	49776075ecea4632bd1b6903be9f988e.bam	
H_NK-135GELCC101-135101	5413bab67d194da4900042040e89edb4.bam	
H_NK-135GELCC122-135122	4b0d0ce8537f47149ee2aa45e8b5de8f.bam	
H_NK-135GELCC123-135123	f509450ad56949e59793661ff8b9bb82.bam	
H_NK-135GELCC126-135126	0110663a349e483d985fa10e0f96108b.bam	
H_NK-135GELCC128-135128	fdc852d7b18a4f3a83e449891c232823.bam	
H_NK-135GELCC148-135148	f7525fc4985d4ae9ae5f31978703c11c.bam	
H_NK-135GELCC149-135149	5d86c8d2feb74a9f8c5d4f70b4004577.bam	
H_NK-26GELCC01-26001	82e64415f9e645d6810b153fd5abbe0c.bam	
H_NK-26GELCC02-26002	05578ce853ed4c4592d79c53d8813294.bam	
H_NK-26GELCC05-26005	3ea90dcb091b4cac8dcd3931c7653d2a.bam	
H_NK-26GELCC07-26007	94a09d17365d4f1cb05bd0a50b10f4e1.bam	
H_NK-26GELCC13-26013	a9d234dbd3fb4eb3a6b9f53176f8e283.bam	
H_NK-26GELCC20-26020	ce05bae364ac431c8c5a127f19522032.bam	
H_NK-26GELCC21-26021	7bb03b4a626247b3b85c3136e1a7b9b2.bam	
H_NK-26GELCC22-26022	671edb779d954200911753cd83d16f54.bam	
H_NK-31GELCC01-31001	f97acccfff594d22b152affb789885e7.bam	
H_NK-31GELCC03-31003	25155522a636461dabbd05ffd1362846.bam	
H_NK-31GELCC05-31005	e9fa374d789c40fe8be9f0ae43fdb195.bam	
H_NK-31GELCC06-31006	72fe851ffef84e62bc5fb59c4c89c27e.bam	
H_NK-31GELCC07-31007	96dc42fe480842d1b18a5da35e26edd0.bam	
H_NK-31GELCC29-31029	49620887bae54ccc805f8ca23fc18e17.bam	
H_NK-31GELCC33-31033	744ab5b5e7e64a8ba5cbde55b952c2fa.bam	
H_NK-33GELCC02-33002	5933e9bf61bd476db2047930abc72bd7.bam	
H_NK-33GELCC03-33003	d952095815ae4fc98b27f09c3b627a54.bam	
H_NK-33GELCC04-33004	a622a9c0bf214dea82ed098ce6a914c5.bam	
